feature,importance
time,0.45475650715114313
platelets,0.12818600254667273
ejection_fraction,0.11308451537501206
serum_creatinine,0.1088463819842421
age,0.05990858070736132
serum_sodium,0.03797931932852572
diabetes,0.0303364331142109
creatinine_phosphokinase,0.024111922558050485
smoking,0.017243867243867245
anaemia,0.015966543744321524
high_blood_pressure,0.009579926246592914
sex,0.0
