feature,importance
time,0.5876350506851288
serum_creatinine,0.12034725080396921
ejection_fraction,0.10027388688391249
platelets,0.07209885026471649
creatinine_phosphokinase,0.05659807889775804
serum_sodium,0.03090977685132755
age,0.023519097302400642
sex,0.002997834573142025
smoking,0.0029435694141340387
diabetes,0.0024622984711114367
anaemia,0.00021430585239937534
high_blood_pressure,0.0
